drug,creationDate,type,status
DB00710,2005-06-13,small molecule,approved
DB00711,2005-06-13,small molecule,approved
DB00712,2005-06-13,small molecule,approved
DB00713,2005-06-13,small molecule,approved
DB00714,2005-06-13,small molecule,approved
DB00715,2005-06-13,small molecule,approved
DB00716,2005-06-13,small molecule,approved
DB00717,2005-06-13,small molecule,approved
DB00718,2005-06-13,small molecule,approved
DB00719,2005-06-13,small molecule,approved
DB00720,2005-06-13,small molecule,approved
DB00721,2005-06-13,small molecule,approved
DB00722,2005-06-13,small molecule,approved
DB00723,2005-06-13,small molecule,approved
DB00724,2005-06-13,small molecule,approved
DB00725,2005-06-13,small molecule,approved
DB00726,2005-06-13,small molecule,approved
DB00727,2005-06-13,small molecule,approved
DB00728,2005-06-13,small molecule,approved
DB00729,2005-06-13,small molecule,withdrawn
DB00730,2005-06-13,small molecule,approved
DB00731,2005-06-13,small molecule,approved
DB00732,2005-06-13,small molecule,approved
DB00733,2005-06-13,small molecule,approved
DB00734,2005-06-13,small molecule,approved
DB00735,2005-06-13,small molecule,approved
DB00736,2005-06-13,small molecule,approved
DB00737,2005-06-13,small molecule,approved
DB00738,2005-06-13,small molecule,approved
DB00739,2005-06-13,small molecule,withdrawn
DB00740,2005-06-13,small molecule,approved
DB00741,2005-06-13,small molecule,approved
DB00742,2005-06-13,small molecule,approved
DB00743,2005-06-13,small molecule,approved
DB00744,2005-06-13,small molecule,withdrawn
DB00745,2005-06-13,small molecule,approved
DB00746,2005-06-13,small molecule,approved
DB00747,2005-06-13,small molecule,approved
DB00748,2005-06-13,small molecule,approved
DB00749,2005-06-13,small molecule,approved
DB00750,2005-06-13,small molecule,approved
DB00751,2005-06-13,small molecule,approved
DB00752,2005-06-13,small molecule,approved
DB00753,2005-06-13,small molecule,approved
DB00754,2005-06-13,small molecule,approved
DB00755,2005-06-13,small molecule,approved
DB00756,2005-06-13,small molecule,withdrawn
DB00757,2005-06-13,small molecule,approved
DB00758,2005-06-13,small molecule,approved
DB00759,2005-06-13,small molecule,approved
DB00760,2005-06-13,small molecule,approved
DB00761,2005-06-13,small molecule,withdrawn
DB00762,2005-06-13,small molecule,approved
DB00763,2005-06-13,small molecule,approved
DB00764,2005-06-13,small molecule,approved
DB00765,2005-06-13,small molecule,approved
DB00766,2005-06-13,small molecule,approved
DB00767,2005-06-13,small molecule,withdrawn
DB00768,2005-06-13,small molecule,approved
DB00769,2005-06-13,small molecule,approved
DB00770,2005-06-13,small molecule,approved
DB00771,2005-06-13,small molecule,approved
DB00772,2005-06-13,small molecule,approved
DB00773,2005-06-13,small molecule,approved
DB00774,2005-06-13,small molecule,approved
DB00775,2005-06-13,small molecule,approved
DB00776,2005-06-13,small molecule,approved
DB00777,2005-06-13,small molecule,approved
DB00778,2005-06-13,small molecule,withdrawn
DB00779,2005-06-13,small molecule,approved
DB00780,2005-06-13,small molecule,approved
DB00781,2005-06-13,small molecule,approved
DB00782,2005-06-13,small molecule,approved
DB00783,2005-06-13,small molecule,approved
DB00784,2005-06-13,small molecule,approved
DB00785,2005-06-13,small molecule,approved
DB00786,2005-06-13,small molecule,approved
DB00787,2005-06-13,small molecule,approved
DB00788,2005-06-13,small molecule,approved
DB00789,2005-06-13,small molecule,approved
DB00790,2005-06-13,small molecule,approved
DB00791,2005-06-13,small molecule,approved
DB00792,2005-06-13,small molecule,approved
DB00793,2005-06-13,small molecule,withdrawn
DB00794,2005-06-13,small molecule,approved
DB00795,2005-06-13,small molecule,approved
DB00796,2005-06-13,small molecule,approved
DB00797,2005-06-13,small molecule,approved
DB00798,2005-06-13,small molecule,approved
DB00799,2005-06-13,small molecule,approved
DB00800,2005-06-13,small molecule,approved
DB00801,2005-06-13,small molecule,withdrawn
DB00802,2005-06-13,small molecule,approved
DB00803,2005-06-13,small molecule,approved
DB00804,2005-06-13,small molecule,approved
DB00805,2005-06-13,small molecule,approved
DB00806,2005-06-13,small molecule,approved
DB00807,2005-06-13,small molecule,approved
DB00808,2005-06-13,small molecule,approved
DB00809,2005-06-13,small molecule,approved
DB00810,2005-06-13,small molecule,approved
DB00811,2005-06-13,small molecule,approved
DB00812,2005-06-13,small molecule,approved
DB00813,2005-06-13,small molecule,approved
DB00814,2005-06-13,small molecule,approved
DB00815,2005-06-13,small molecule,approved
DB00816,2005-06-13,small molecule,approved
DB00817,2005-06-13,small molecule,approved
DB00818,2005-06-13,small molecule,approved
DB00819,2005-06-13,small molecule,approved
DB00820,2005-06-13,small molecule,approved
DB00821,2005-06-13,small molecule,withdrawn
DB00822,2005-06-13,small molecule,approved
DB00823,2005-06-13,small molecule,approved
DB00824,2005-06-13,small molecule,approved
DB00825,2005-06-13,small molecule,approved
DB00826,2005-06-13,small molecule,approved
DB00827,2005-06-13,small molecule,withdrawn
DB00828,2005-06-13,small molecule,approved
DB00829,2005-06-13,small molecule,approved
DB00830,2005-06-13,small molecule,approved
DB00831,2005-06-13,small molecule,approved
DB00832,2005-06-13,small molecule,approved
DB00833,2005-06-13,small molecule,approved
DB00834,2005-06-13,small molecule,approved
DB00835,2005-06-13,small molecule,approved
DB00836,2005-06-13,small molecule,approved
DB00837,2005-06-13,small molecule,approved
DB00838,2005-06-13,small molecule,approved
DB00839,2005-06-13,small molecule,approved
DB00840,2005-06-13,small molecule,approved
DB00841,2005-06-13,small molecule,approved
DB00842,2005-06-13,small molecule,approved
DB00843,2005-06-13,small molecule,approved
DB00844,2005-06-13,small molecule,approved
DB00845,2005-06-13,small molecule,approved
DB00846,2005-06-13,small molecule,approved
DB00847,2005-06-13,small molecule,approved
DB00848,2005-06-13,small molecule,withdrawn
DB00849,2005-06-13,small molecule,approved
DB00850,2005-06-13,small molecule,approved
DB00851,2005-06-13,small molecule,approved
DB00852,2005-06-13,small molecule,approved
DB00853,2005-06-13,small molecule,approved
DB00854,2005-06-13,small molecule,approved
DB00855,2005-06-13,small molecule,approved
DB00856,2005-06-13,small molecule,withdrawn
DB00857,2005-06-13,small molecule,approved
DB00858,2005-06-13,small molecule,approved
DB00859,2005-06-13,small molecule,approved
DB00860,2005-06-13,small molecule,approved
DB00861,2005-06-13,small molecule,approved
DB00862,2005-06-13,small molecule,approved
DB00863,2005-06-13,small molecule,approved
DB00864,2005-06-13,small molecule,approved
DB00865,2005-06-13,small molecule,approved
DB00866,2005-06-13,small molecule,withdrawn
DB00867,2005-06-13,small molecule,approved
DB00868,2005-06-13,small molecule,approved
DB00869,2005-06-13,small molecule,approved
DB00870,2005-06-13,small molecule,withdrawn
DB00871,2005-06-13,small molecule,approved
DB00872,2005-06-13,small molecule,approved
DB00873,2005-06-13,small molecule,approved
DB00874,2005-06-13,small molecule,approved
DB00875,2005-06-13,small molecule,withdrawn
DB00876,2005-06-13,small molecule,approved
DB00877,2005-06-13,small molecule,approved
DB00878,2005-06-13,small molecule,approved
DB00879,2005-06-13,small molecule,approved
DB00880,2005-06-13,small molecule,approved
DB00881,2005-06-13,small molecule,approved
DB00882,2005-06-13,small molecule,approved
DB00883,2005-06-13,small molecule,approved
DB00884,2005-06-13,small molecule,approved
DB00885,2005-06-13,small molecule,approved
DB00886,2005-06-13,small molecule,investigational
DB00887,2005-06-13,small molecule,approved
DB00888,2005-06-13,small molecule,approved
DB00889,2005-06-13,small molecule,approved
DB00890,2005-06-13,small molecule,approved
DB00891,2005-06-13,small molecule,approved
DB00892,2005-06-13,small molecule,approved
DB00893,2005-06-13,small molecule,approved
DB00894,2005-06-13,small molecule,approved
DB00895,2005-06-13,small molecule,approved
DB00896,2005-06-13,small molecule,approved
DB00897,2005-06-13,small molecule,approved
DB00898,2005-06-13,small molecule,approved
DB00899,2005-06-13,small molecule,approved
DB00900,2005-06-13,small molecule,approved
DB00901,2005-06-13,small molecule,withdrawn
DB00902,2005-06-13,small molecule,approved
DB00903,2005-06-13,small molecule,approved
DB00904,2005-06-13,small molecule,approved
DB00905,2005-06-13,small molecule,approved
DB00906,2005-06-13,small molecule,approved
DB00907,2005-06-13,small molecule,approved
DB00908,2005-06-13,small molecule,approved
DB00909,2005-06-13,small molecule,approved
DB00910,2005-06-13,small molecule,approved
DB00911,2005-06-13,small molecule,approved
DB00912,2005-06-13,small molecule,approved
DB00913,2005-06-13,small molecule,approved
DB00914,2005-06-13,small molecule,withdrawn
DB00915,2005-06-13,small molecule,approved
DB00916,2005-06-13,small molecule,approved
DB00917,2005-06-13,small molecule,approved
DB00918,2005-06-13,small molecule,approved
DB00919,2005-06-13,small molecule,approved
DB00920,2005-06-13,small molecule,approved
DB00921,2005-06-13,small molecule,approved
DB00922,2005-06-13,small molecule,approved
DB00923,2005-06-13,small molecule,approved
DB00924,2005-06-13,small molecule,approved
DB00925,2005-06-13,small molecule,approved
DB00926,2005-06-13,small molecule,withdrawn
DB00927,2005-06-13,small molecule,approved
DB00928,2005-06-13,small molecule,approved
DB00929,2005-06-13,small molecule,approved
DB00930,2005-06-13,small molecule,approved
DB00931,2005-06-13,small molecule,approved
DB00932,2005-06-13,small molecule,approved
DB00933,2005-06-13,small molecule,approved
DB00934,2005-06-13,small molecule,approved
DB00935,2005-06-13,small molecule,approved
DB00936,2005-06-13,small molecule,approved
DB00937,2005-06-13,small molecule,approved
DB00938,2005-06-13,small molecule,approved
DB00939,2005-06-13,small molecule,approved
DB00940,2005-06-13,small molecule,approved
DB00941,2005-06-13,small molecule,approved
DB00942,2005-06-13,small molecule,approved
DB00943,2005-06-13,small molecule,approved
DB00944,2005-06-13,small molecule,approved
DB00945,2005-06-13,small molecule,approved
DB00946,2005-06-13,small molecule,approved
DB00947,2005-06-13,small molecule,approved
DB00948,2005-06-13,small molecule,approved
DB00949,2005-06-13,small molecule,approved
DB00950,2005-06-13,small molecule,approved
DB00951,2005-06-13,small molecule,approved
DB00952,2005-06-13,small molecule,approved
DB00953,2005-06-13,small molecule,approved
DB00954,2005-06-13,small molecule,approved
DB00955,2005-06-13,small molecule,approved
DB00956,2005-06-13,small molecule,approved
DB00957,2005-06-13,small molecule,approved
DB00958,2005-06-13,small molecule,approved
DB00959,2005-06-13,small molecule,approved
DB00960,2005-06-13,small molecule,approved
DB00961,2005-06-13,small molecule,approved
DB00962,2005-06-13,small molecule,approved
DB00963,2005-06-13,small molecule,approved
DB00964,2005-06-13,small molecule,approved
DB00965,2005-06-13,small molecule,approved
DB00966,2005-06-13,small molecule,approved
DB00967,2005-06-13,small molecule,approved
DB00968,2005-06-13,small molecule,approved
DB00969,2005-06-13,small molecule,withdrawn
DB00970,2005-06-13,small molecule,approved
DB00971,2005-06-13,small molecule,approved
DB00972,2005-06-13,small molecule,approved
DB00973,2005-06-13,small molecule,approved
DB00974,2005-06-13,small molecule,approved
DB00975,2005-06-13,small molecule,approved
DB00976,2005-06-13,small molecule,approved
DB00977,2005-06-13,small molecule,approved
DB00978,2005-06-13,small molecule,approved
DB00979,2005-06-13,small molecule,approved
DB00980,2005-06-13,small molecule,approved
DB00981,2005-06-13,small molecule,approved
DB00982,2005-06-13,small molecule,approved
DB00983,2005-06-13,small molecule,approved
DB00984,2005-06-13,small molecule,approved
DB00985,2005-06-13,small molecule,approved
DB00986,2005-06-13,small molecule,approved
DB00987,2005-06-13,small molecule,approved
DB00988,2005-06-13,small molecule,approved
DB00989,2005-06-13,small molecule,approved
DB00990,2005-06-13,small molecule,approved
DB00991,2005-06-13,small molecule,approved
DB00992,2005-06-13,small molecule,approved
DB00993,2005-06-13,small molecule,approved
DB00994,2005-06-13,small molecule,approved
DB00995,2005-06-13,small molecule,approved
DB00996,2005-06-13,small molecule,approved
DB00997,2005-06-13,small molecule,approved
DB00998,2005-06-13,small molecule,approved
DB00999,2005-06-13,small molecule,approved
DB01000,2005-06-13,small molecule,approved
DB01001,2005-06-13,small molecule,approved
DB01002,2005-06-13,small molecule,approved
DB01003,2005-06-13,small molecule,approved
DB01004,2005-06-13,small molecule,approved
DB01005,2005-06-13,small molecule,approved
DB01006,2005-06-13,small molecule,approved
DB01007,2005-06-13,small molecule,approved
DB01008,2005-06-13,small molecule,approved
DB01009,2005-06-13,small molecule,approved
DB01010,2005-06-13,small molecule,approved
DB01011,2005-06-13,small molecule,approved
DB01012,2005-06-13,small molecule,approved
DB01013,2005-06-13,small molecule,approved
DB01014,2005-06-13,small molecule,approved
DB01015,2005-06-13,small molecule,approved
DB01016,2005-06-13,small molecule,approved
DB01017,2005-06-13,small molecule,approved
DB01018,2005-06-13,small molecule,approved
DB01019,2005-06-13,small molecule,approved
DB01020,2005-06-13,small molecule,approved
DB01021,2005-06-13,small molecule,approved
DB01022,2005-06-13,small molecule,approved
DB01023,2005-06-13,small molecule,approved
DB01024,2005-06-13,small molecule,approved
DB01025,2005-06-13,small molecule,approved
DB01026,2005-06-13,small molecule,approved
DB01028,2005-06-13,small molecule,approved
DB01029,2005-06-13,small molecule,approved
DB01030,2005-06-13,small molecule,approved
DB01031,2005-06-13,small molecule,withdrawn
DB01032,2005-06-13,small molecule,approved
DB01033,2005-06-13,small molecule,approved
DB01034,2005-06-13,small molecule,approved
DB01035,2005-06-13,small molecule,approved
DB01036,2005-06-13,small molecule,approved
DB01037,2005-06-13,small molecule,approved
DB01038,2005-06-13,small molecule,withdrawn
DB01039,2005-06-13,small molecule,approved
DB01040,2005-06-13,small molecule,approved
DB01041,2005-06-13,small molecule,withdrawn
DB01042,2005-06-13,small molecule,approved
DB01043,2005-06-13,small molecule,approved
DB01044,2005-06-13,small molecule,approved
DB01045,2005-06-13,small molecule,approved
DB01046,2005-06-13,small molecule,approved
DB01047,2005-06-13,small molecule,approved
DB01048,2005-06-13,small molecule,approved
DB01049,2005-06-13,small molecule,approved
DB01050,2005-06-13,small molecule,approved
DB01051,2005-06-13,small molecule,approved
DB01053,2005-06-13,small molecule,approved
DB01054,2005-06-13,small molecule,approved
DB01055,2005-06-13,small molecule,approved
DB01056,2005-06-13,small molecule,approved
DB01057,2005-06-13,small molecule,approved
DB01058,2005-06-13,small molecule,approved
DB01059,2005-06-13,small molecule,approved
DB01060,2005-06-13,small molecule,approved
DB01061,2005-06-13,small molecule,approved
DB01062,2005-06-13,small molecule,approved
DB01063,2005-06-13,small molecule,approved
DB01064,2005-06-13,small molecule,approved
DB01065,2005-06-13,small molecule,approved
DB01066,2005-06-13,small molecule,approved
DB01067,2005-06-13,small molecule,approved
DB01068,2005-06-13,small molecule,approved
DB01069,2005-06-13,small molecule,approved
DB01070,2005-06-13,small molecule,approved
DB01071,2005-06-13,small molecule,approved
DB01072,2005-06-13,small molecule,approved
DB01073,2005-06-13,small molecule,approved
DB01074,2005-06-13,small molecule,approved
DB01075,2005-06-13,small molecule,approved
DB01076,2005-06-13,small molecule,approved
