drug,creationDate,type,status
DB05020,2007-10-21,small molecule,investigational
DB05021,2007-10-21,small molecule,investigational
DB05022,2007-10-21,small molecule,investigational
DB05023,2007-10-21,small molecule,investigational
DB05024,2007-10-21,small molecule,investigational
DB05025,2007-10-21,small molecule,investigational
DB05027,2007-10-21,small molecule,investigational
DB05029,2007-10-21,small molecule,investigational
DB05031,2007-10-21,small molecule,investigational
DB05032,2007-10-21,small molecule,investigational
DB05033,2007-10-21,small molecule,investigational
DB05034,2007-10-21,small molecule,investigational
DB05035,2007-10-21,small molecule,investigational
DB05036,2007-10-21,small molecule,investigational
DB05037,2007-10-21,small molecule,investigational
DB05038,2007-10-21,small molecule,investigational
DB05039,2007-10-21,small molecule,approved
DB05040,2007-10-21,biotech,investigational
DB05041,2007-10-21,small molecule,investigational
DB05042,2007-10-21,small molecule,investigational
DB05043,2007-10-21,small molecule,investigational
DB05044,2007-10-21,small molecule,investigational
DB05045,2007-10-21,small molecule,investigational
DB05046,2007-10-21,small molecule,investigational
DB05047,2007-10-21,small molecule,investigational
DB05048,2007-10-21,small molecule,investigational
DB05049,2007-10-21,small molecule,investigational
DB05050,2007-10-21,small molecule,investigational
DB05051,2007-10-21,small molecule,investigational
DB05052,2007-10-21,small molecule,investigational
DB05053,2007-10-21,small molecule,investigational
DB05054,2007-10-21,small molecule,investigational
DB05055,2007-10-21,small molecule,investigational
DB05056,2007-10-21,small molecule,investigational
DB05057,2007-10-21,small molecule,investigational
DB05059,2007-10-21,small molecule,investigational
DB05060,2007-10-21,small molecule,investigational
DB05061,2007-10-21,small molecule,investigational
DB05063,2007-10-21,small molecule,investigational
DB05064,2007-10-21,small molecule,investigational
DB05068,2007-10-21,small molecule,investigational
DB05069,2007-10-21,small molecule,investigational
DB05070,2007-10-21,small molecule,investigational
DB05071,2007-10-21,small molecule,investigational
DB05072,2007-10-21,small molecule,investigational
DB05073,2007-10-21,small molecule,investigational
DB05075,2007-10-21,small molecule,investigational
DB05076,2007-10-21,small molecule,investigational
DB05077,2007-10-21,small molecule,investigational
DB05078,2007-10-21,small molecule,investigational
DB05079,2007-10-21,small molecule,investigational
DB05080,2007-10-21,small molecule,investigational
DB05081,2007-10-21,small molecule,investigational
DB05082,2007-10-21,small molecule,investigational
DB05084,2007-10-21,biotech,approved
DB05085,2007-10-21,small molecule,investigational
DB05087,2007-10-21,small molecule,investigational
DB05088,2007-10-21,small molecule,investigational
DB05089,2007-10-21,biotech,investigational
DB05090,2007-10-21,small molecule,investigational
DB05091,2007-10-21,small molecule,investigational
DB05092,2007-10-21,small molecule,investigational
DB05093,2007-10-21,small molecule,investigational
DB05095,2007-10-21,small molecule,investigational
DB05096,2007-10-21,small molecule,investigational
DB05097,2007-10-21,biotech,investigational
DB05098,2007-10-21,small molecule,investigational
DB05099,2007-10-21,biotech,approved
DB05100,2007-10-21,small molecule,investigational
DB05101,2007-10-21,biotech,investigational
DB05102,2007-10-21,small molecule,investigational
DB05103,2007-10-21,small molecule,investigational
DB05104,2007-10-21,small molecule,investigational
DB05105,2007-10-21,small molecule,investigational
DB05106,2007-10-21,biotech,investigational
DB05107,2007-10-21,small molecule,investigational
DB05108,2007-10-21,small molecule,investigational
DB05109,2007-10-21,small molecule,approved
DB05110,2007-10-21,biotech,investigational
DB05111,2007-10-21,biotech,investigational
DB05112,2007-10-21,small molecule,investigational
DB05113,2007-10-21,small molecule,investigational
DB05114,2007-10-21,small molecule,investigational
DB05115,2007-10-21,small molecule,investigational
DB05116,2007-10-21,small molecule,investigational
DB05117,2007-10-21,biotech,investigational
DB05118,2007-10-21,small molecule,investigational
DB05119,2007-10-21,small molecule,investigational
DB05120,2007-10-21,small molecule,investigational
DB05121,2007-10-21,biotech,investigational
DB05122,2007-10-21,small molecule,investigational
DB05123,2007-10-21,small molecule,investigational
DB05124,2007-10-21,small molecule,investigational
DB05125,2007-10-21,small molecule,investigational
DB05126,2007-10-21,small molecule,investigational
DB05127,2007-10-21,small molecule,investigational
DB05128,2007-10-21,small molecule,investigational
DB05129,2007-10-21,small molecule,investigational
DB05130,2007-10-21,small molecule,investigational
DB05131,2007-10-21,small molecule,investigational
DB05132,2007-10-21,small molecule,investigational
DB05133,2007-10-21,small molecule,investigational
DB05134,2007-10-21,small molecule,investigational
DB05135,2007-10-21,small molecule,investigational
DB05136,2007-10-21,biotech,investigational
DB05137,2007-10-21,small molecule,investigational
DB05138,2007-10-21,biotech,investigational
DB05139,2007-10-21,biotech,investigational
DB05140,2007-10-21,biotech,investigational
DB05141,2007-10-21,small molecule,investigational
DB05142,2007-10-21,small molecule,investigational
DB05143,2007-10-21,small molecule,investigational
DB05144,2007-10-21,small molecule,investigational
DB05145,2007-10-21,small molecule,investigational
DB05146,2007-10-21,small molecule,investigational
DB05147,2007-10-21,small molecule,investigational
DB05148,2007-10-21,small molecule,investigational
DB05149,2007-10-21,small molecule,investigational
DB05150,2007-10-21,small molecule,investigational
DB05151,2007-10-21,small molecule,investigational
DB05152,2007-10-21,small molecule,investigational
DB05154,2007-10-21,small molecule,approved
DB05155,2007-10-21,small molecule,investigational
DB05156,2007-10-21,small molecule,investigational
DB05157,2007-10-21,small molecule,investigational
DB05158,2007-10-21,small molecule,investigational
DB05159,2007-10-21,small molecule,investigational
DB05160,2007-10-21,small molecule,investigational
DB05161,2007-10-21,small molecule,investigational
DB05163,2007-10-21,small molecule,investigational
DB05164,2007-10-21,biotech,investigational
DB05165,2007-10-21,small molecule,investigational
DB05166,2007-10-21,small molecule,investigational
DB05167,2007-10-21,biotech,investigational
DB05168,2007-10-21,small molecule,investigational
DB05169,2007-10-21,small molecule,investigational
DB05170,2007-10-21,small molecule,investigational
DB05171,2007-10-21,small molecule,investigational
DB05172,2007-10-21,small molecule,investigational
DB05173,2007-10-21,small molecule,investigational
DB05174,2007-10-21,small molecule,investigational
DB05177,2007-10-21,small molecule,investigational
DB05178,2007-10-21,small molecule,investigational
DB05179,2007-10-21,small molecule,investigational
DB05180,2007-10-21,small molecule,investigational
DB05181,2007-10-21,small molecule,investigational
DB05182,2007-10-21,small molecule,investigational
DB05183,2007-10-21,small molecule,investigational
DB05184,2007-10-21,small molecule,investigational
DB05185,2007-10-21,small molecule,investigational
DB05186,2007-10-21,small molecule,investigational
DB05187,2007-10-21,small molecule,investigational
DB05188,2007-10-21,small molecule,investigational
DB05189,2007-10-21,small molecule,investigational
DB05190,2007-10-21,small molecule,investigational
DB05191,2007-10-21,small molecule,investigational
DB05192,2007-10-21,small molecule,investigational
DB05194,2007-10-21,small molecule,investigational
DB05195,2007-10-21,small molecule,investigational
DB05196,2007-10-21,small molecule,investigational
DB05197,2007-10-21,small molecule,investigational
DB05198,2007-10-21,small molecule,investigational
DB05199,2007-10-21,small molecule,investigational
DB05200,2007-10-21,small molecule,investigational
DB05201,2007-10-21,small molecule,investigational
DB05202,2007-10-21,biotech,investigational
DB05203,2007-10-21,small molecule,investigational
DB05204,2007-10-21,small molecule,investigational
DB05205,2007-10-21,small molecule,investigational
DB05207,2007-10-21,small molecule,investigational
DB05209,2007-10-21,small molecule,investigational
DB05210,2007-10-21,small molecule,investigational
DB05211,2007-10-21,small molecule,investigational
DB05212,2007-10-21,small molecule,investigational
DB05214,2007-10-21,small molecule,investigational
DB05217,2007-10-21,small molecule,investigational
DB05218,2007-10-21,biotech,investigational
DB05219,2007-10-21,small molecule,approved
DB05220,2007-10-21,small molecule,investigational
DB05222,2007-10-21,biotech,investigational
DB05223,2007-10-21,small molecule,investigational
DB05224,2007-10-21,small molecule,investigational
DB05225,2007-10-21,small molecule,investigational
DB05226,2007-10-21,small molecule,investigational
DB05227,2007-10-21,small molecule,investigational
DB05228,2007-10-21,small molecule,investigational
DB05229,2007-10-21,small molecule,investigational
DB05230,2007-10-21,small molecule,investigational
DB05232,2007-10-21,small molecule,investigational
DB05233,2007-10-21,small molecule,investigational
DB05234,2007-10-21,small molecule,investigational
DB05235,2007-10-21,small molecule,investigational
DB05236,2007-10-21,biotech,investigational
DB05237,2007-10-21,biotech,investigational
DB05239,2007-10-21,small molecule,approved
DB05241,2007-10-21,small molecule,investigational
DB05242,2007-10-21,biotech,investigational
DB05243,2007-10-21,small molecule,investigational
DB05244,2007-10-21,small molecule,investigational
DB05245,2007-10-28,small molecule,approved
DB05246,2007-10-30,small molecule,approved
DB05249,2007-11-18,small molecule,investigational
DB05252,2007-11-18,small molecule,investigational
DB05253,2007-11-18,small molecule,investigational
DB05254,2007-11-18,biotech,investigational
DB05255,2007-11-18,small molecule,investigational
DB05257,2007-11-18,biotech,investigational
DB05258,2007-11-18,biotech,approved
DB05259,2007-11-18,biotech,approved
DB05260,2007-11-18,small molecule,approved
DB05262,2007-11-18,small molecule,investigational
DB05263,2007-11-18,small molecule,investigational
DB05264,2007-11-18,small molecule,investigational
DB05265,2007-11-18,small molecule,approved
DB05266,2007-11-18,small molecule,approved
DB05268,2007-11-18,small molecule,investigational
DB05271,2007-11-18,small molecule,approved
DB05273,2007-11-18,small molecule,approved
DB05276,2007-11-18,biotech,approved
DB05281,2007-11-18,small molecule,investigational
DB05282,2007-11-18,small molecule,investigational
DB05284,2007-11-18,small molecule,investigational
DB05285,2007-11-18,small molecule,investigational
DB05288,2007-11-18,small molecule,investigational
DB05289,2007-11-18,small molecule,investigational
DB05290,2007-11-18,small molecule,investigational
DB05292,2007-11-18,small molecule,investigational
DB05293,2007-11-18,small molecule,investigational
DB05294,2007-11-18,small molecule,approved
DB05295,2007-11-18,small molecule,investigational
DB05296,2007-11-18,small molecule,investigational
DB05297,2007-11-18,small molecule,investigational
DB05298,2007-11-18,small molecule,investigational
DB05299,2007-11-18,biotech,approved
DB05300,2007-11-18,small molecule,investigational
DB05301,2007-11-18,small molecule,investigational
DB05303,2007-11-18,small molecule,investigational
DB05304,2007-11-18,small molecule,investigational
DB05305,2007-11-18,biotech,investigational
DB05306,2007-11-18,biotech,investigational
DB05307,2007-11-18,small molecule,investigational
DB05308,2007-11-18,small molecule,investigational
DB05309,2007-11-18,small molecule,investigational
DB05310,2007-11-18,small molecule,investigational
DB05311,2007-11-18,biotech,approved
DB05312,2007-11-18,small molecule,investigational
DB05313,2007-11-18,small molecule,investigational
DB05315,2007-11-18,small molecule,investigational
DB05316,2007-11-18,small molecule,approved
DB05317,2007-11-18,small molecule,investigational
DB05319,2007-11-18,biotech,investigational
DB05320,2007-11-18,small molecule,investigational
DB05321,2007-11-18,biotech,investigational
DB05322,2007-11-18,biotech,investigational
DB05325,2007-11-18,biotech,investigational
DB05326,2007-11-18,small molecule,investigational
DB05327,2007-11-18,small molecule,investigational
DB05328,2007-11-18,small molecule,investigational
DB05329,2007-11-18,biotech,investigational
DB05330,2007-11-18,biotech,investigational
DB05332,2007-11-18,biotech,approved
DB05333,2007-11-18,small molecule,investigational
DB05336,2007-11-18,biotech,approved
DB05337,2007-11-18,biotech,investigational
DB05339,2007-11-18,small molecule,investigational
DB05340,2007-11-18,small molecule,investigational
DB05341,2007-11-18,biotech,investigational
DB05343,2007-11-18,small molecule,investigational
DB05344,2007-11-18,biotech,investigational
DB05345,2007-11-18,small molecule,investigational
DB05346,2007-11-18,small molecule,investigational
DB05350,2007-11-18,small molecule,investigational
DB05351,2007-11-18,small molecule,approved
DB05352,2007-11-18,small molecule,investigational
DB05353,2007-11-18,small molecule,investigational
DB05361,2007-11-18,small molecule,investigational
DB05362,2007-11-18,small molecule,investigational
DB05363,2007-11-18,small molecule,investigational
DB05364,2007-11-18,small molecule,investigational
DB05365,2007-11-18,small molecule,approved
DB05367,2007-11-18,small molecule,investigational
DB05368,2007-11-18,biotech,approved
DB05369,2007-11-18,small molecule,investigational
DB05370,2007-11-18,small molecule,investigational
DB05371,2007-11-18,small molecule,investigational
DB05372,2007-11-18,small molecule,investigational
DB05374,2007-11-18,small molecule,investigational
DB05377,2007-11-18,small molecule,investigational
DB05380,2007-11-18,small molecule,investigational
DB05381,2007-11-18,small molecule,approved
DB05382,2007-11-18,small molecule,approved
DB05383,2007-11-18,small molecule,investigational
DB05384,2007-11-18,small molecule,approved
DB05385,2007-11-18,small molecule,investigational
DB05386,2007-11-18,biotech,investigational
DB05387,2007-11-18,small molecule,investigational
DB05389,2007-11-18,small molecule,approved
DB05390,2007-11-18,small molecule,investigational
DB05391,2007-11-18,small molecule,investigational
DB05393,2007-11-18,small molecule,investigational
DB05394,2007-11-18,small molecule,investigational
DB05395,2007-11-18,small molecule,investigational
DB05396,2007-11-18,biotech,investigational
DB05398,2007-11-18,small molecule,investigational
DB05399,2007-11-18,small molecule,investigational
DB05400,2007-11-18,biotech,investigational
DB05402,2007-11-18,small molecule,investigational
DB05403,2007-11-18,small molecule,investigational
DB05404,2007-11-18,small molecule,investigational
DB05405,2007-11-18,biotech,investigational
DB05406,2007-11-18,small molecule,investigational
DB05407,2007-11-18,small molecule,investigational
DB05408,2007-11-18,small molecule,investigational
DB05409,2007-11-18,small molecule,investigational
DB05410,2007-11-18,small molecule,investigational
DB05411,2007-11-18,biotech,investigational
DB05412,2007-11-18,small molecule,investigational
DB05413,2007-11-18,small molecule,investigational
DB05414,2007-11-18,small molecule,investigational
DB05415,2007-11-18,small molecule,investigational
DB05416,2007-11-18,small molecule,investigational
DB05417,2007-11-18,small molecule,investigational
DB05418,2007-11-18,small molecule,investigational
DB05419,2007-11-18,small molecule,investigational
DB05420,2007-11-18,small molecule,investigational
DB05421,2007-11-18,small molecule,investigational
DB05422,2007-11-18,small molecule,investigational
DB05423,2007-11-18,small molecule,investigational
DB05424,2007-11-18,small molecule,investigational
DB05426,2007-11-18,small molecule,investigational
DB05427,2007-11-18,biotech,investigational
DB05428,2007-11-18,small molecule,investigational
DB05429,2007-11-18,biotech,investigational
DB05430,2007-11-18,small molecule,investigational
DB05431,2007-11-18,small molecule,investigational
DB05432,2007-11-18,small molecule,investigational
DB05433,2007-11-18,small molecule,investigational
DB05434,2007-11-18,small molecule,investigational
DB05437,2007-11-18,biotech,investigational
DB05438,2007-11-18,biotech,investigational
DB05439,2007-11-18,biotech,investigational
DB05440,2007-11-18,small molecule,investigational
DB05441,2007-11-18,biotech,investigational
DB05442,2007-11-18,small molecule,investigational
DB05443,2007-11-18,small molecule,investigational
DB05444,2007-11-18,small molecule,investigational
DB05445,2007-11-18,biotech,investigational
DB05446,2007-11-18,small molecule,investigational
DB05447,2007-11-18,small molecule,investigational
DB05448,2007-11-18,small molecule,investigational
DB05449,2007-11-18,small molecule,investigational
DB05450,2007-11-18,small molecule,investigational
DB05451,2007-11-18,small molecule,investigational
DB05452,2007-11-18,small molecule,investigational
DB05454,2007-11-18,small molecule,investigational
DB05455,2007-11-18,small molecule,investigational
DB05456,2007-11-18,small molecule,investigational
DB05457,2007-11-18,small molecule,investigational
DB05458,2007-11-18,small molecule,investigational
DB05459,2007-11-18,biotech,investigational
DB05460,2007-11-18,small molecule,investigational
DB05461,2007-11-18,small molecule,investigational
DB05462,2007-11-18,small molecule,investigational
DB05463,2007-11-18,small molecule,investigational
DB05464,2007-11-18,small molecule,investigational
DB05465,2007-11-18,small molecule,investigational
DB05466,2007-11-18,small molecule,investigational
DB05467,2007-11-18,small molecule,investigational
DB05468,2007-11-18,small molecule,investigational
DB05469,2007-11-18,small molecule,investigational
DB05470,2007-11-18,small molecule,investigational
DB05471,2007-11-18,biotech,investigational
DB05472,2007-11-18,small molecule,investigational
DB05473,2007-11-18,small molecule,investigational
DB05474,2007-11-18,small molecule,investigational
DB05475,2007-11-18,small molecule,investigational
DB05476,2007-11-18,small molecule,investigational
DB05477,2007-11-18,biotech,investigational
DB05478,2007-11-18,small molecule,investigational
DB05479,2007-11-18,small molecule,investigational
DB05480,2007-11-18,small molecule,investigational
DB05481,2007-11-18,small molecule,investigational
DB05482,2007-11-18,small molecule,investigational
DB05483,2007-11-18,small molecule,investigational
DB05484,2007-11-18,small molecule,investigational
DB05485,2007-11-18,biotech,investigational
DB05487,2007-11-18,small molecule,investigational
DB05488,2007-11-18,small molecule,investigational
DB05489,2007-11-18,small molecule,investigational
DB05490,2007-11-18,small molecule,investigational
DB05491,2007-11-18,small molecule,investigational
DB05492,2007-11-18,small molecule,investigational
DB05493,2007-11-18,small molecule,investigational
DB05494,2007-11-18,small molecule,investigational
DB05495,2007-11-18,small molecule,investigational
DB05496,2007-11-18,biotech,investigational
DB05498,2007-11-18,small molecule,investigational
DB05499,2007-11-18,small molecule,investigational
DB05500,2007-11-18,biotech,investigational
DB05501,2007-11-18,small molecule,investigational
DB05502,2007-11-18,biotech,investigational
DB05505,2007-11-18,small molecule,investigational
DB05506,2007-11-18,small molecule,investigational
DB05507,2007-11-18,small molecule,investigational
DB05509,2007-11-18,small molecule,investigational
DB05510,2007-11-18,small molecule,approved
DB05511,2007-11-18,small molecule,investigational
DB05512,2007-11-18,biotech,investigational
DB05513,2007-11-18,small molecule,investigational
DB05514,2007-11-18,small molecule,investigational
DB05516,2007-11-18,biotech,investigational
DB05518,2007-11-18,small molecule,investigational
DB05519,2007-11-18,small molecule,investigational
DB05520,2007-11-18,small molecule,investigational
DB05521,2007-11-18,small molecule,withdrawn
DB05524,2007-11-18,small molecule,investigational
DB05525,2007-11-18,biotech,investigational
DB05528,2007-11-18,small molecule,approved
DB05530,2007-11-18,biotech,investigational
DB05532,2007-11-18,small molecule,investigational
DB05533,2007-11-18,small molecule,investigational
DB05540,2007-11-18,small molecule,investigational
DB05541,2007-11-18,small molecule,approved
DB05542,2007-11-18,small molecule,investigational
DB05549,2007-11-18,small molecule,investigational
DB05550,2007-11-18,biotech,investigational
DB05552,2007-11-18,small molecule,investigational
DB05553,2007-11-18,small molecule,investigational
DB05555,2007-11-18,biotech,investigational
DB05560,2007-11-18,small molecule,investigational
DB05562,2007-11-18,small molecule,investigational
DB05565,2007-11-18,small molecule,investigational
DB05575,2007-11-18,small molecule,investigational
DB05578,2007-11-18,biotech,approved
DB05580,2007-11-18,small molecule,investigational
DB05585,2007-11-18,small molecule,investigational
DB05586,2007-11-18,small molecule,investigational
DB05590,2007-11-18,small molecule,investigational
DB05594,2007-11-18,biotech,investigational
DB05595,2007-11-18,biotech,investigational
DB05596,2007-11-18,small molecule,investigational
DB05599,2007-11-18,biotech,investigational
DB05606,2007-11-18,small molecule,investigational
DB05607,2007-11-18,small molecule,investigational
DB05608,2007-11-18,small molecule,investigational
DB05611,2007-11-18,small molecule,investigational
DB05620,2007-11-18,small molecule,investigational
DB05624,2007-11-18,small molecule,investigational
DB05625,2007-11-18,small molecule,investigational
DB05626,2007-11-18,small molecule,investigational
DB05630,2007-11-18,small molecule,approved
DB05631,2007-11-18,small molecule,investigational
DB05633,2007-11-18,small molecule,investigational
DB05638,2007-11-18,biotech,investigational
DB05642,2007-11-18,small molecule,investigational
DB05644,2007-11-18,small molecule,investigational
DB05645,2007-11-18,small molecule,investigational
DB05649,2007-11-18,biotech,investigational
DB05650,2007-11-18,small molecule,investigational
DB05652,2007-11-18,small molecule,investigational
DB05653,2007-11-18,small molecule,investigational
DB05656,2007-11-18,biotech,investigational
DB05659,2007-11-18,small molecule,investigational
DB05660,2007-11-18,small molecule,investigational
DB05662,2007-11-18,small molecule,investigational
DB05667,2007-11-18,small molecule,investigational
DB05668,2007-11-18,small molecule,investigational
DB05671,2007-11-18,biotech,investigational
DB05675,2007-11-18,biotech,investigational
DB05676,2007-11-18,small molecule,approved
DB05678,2007-11-18,small molecule,investigational
DB05679,2007-11-18,biotech,approved
DB05680,2007-11-18,small molecule,investigational
DB05683,2007-11-18,small molecule,investigational
DB05685,2007-11-18,biotech,investigational
DB05686,2007-11-18,small molecule,investigational
DB05687,2007-11-18,small molecule,investigational
DB05688,2007-11-18,small molecule,investigational
DB05695,2007-11-18,small molecule,investigational
DB05705,2007-11-18,small molecule,investigational
DB05706,2007-11-18,small molecule,investigational
DB05708,2007-11-18,small molecule,investigational
DB05710,2007-11-18,small molecule,investigational
DB05712,2007-11-18,small molecule,investigational
DB05713,2007-11-18,small molecule,investigational
DB05714,2007-11-18,small molecule,investigational
DB05718,2007-11-18,biotech,investigational
DB05719,2007-11-18,small molecule,investigational
DB05722,2007-11-18,small molecule,investigational
DB05723,2007-11-18,small molecule,investigational
DB05730,2007-11-18,small molecule,investigational
DB05732,2007-11-18,small molecule,investigational
DB05735,2007-11-18,small molecule,investigational
DB05736,2007-11-18,small molecule,investigational
DB05737,2007-11-18,small molecule,investigational
DB05738,2007-11-18,small molecule,investigational
DB05739,2007-11-18,biotech,investigational
DB05740,2007-11-18,small molecule,investigational
DB05741,2007-11-18,small molecule,investigational
DB05742,2007-11-18,small molecule,investigational
DB05744,2007-11-18,small molecule,investigational
DB05746,2007-11-18,small molecule,investigational
DB05747,2007-11-18,small molecule,investigational
DB05749,2007-11-18,small molecule,investigational
DB05750,2007-11-18,small molecule,investigational
DB05751,2007-11-18,small molecule,investigational
DB05752,2007-11-18,small molecule,investigational
DB05753,2007-11-18,small molecule,investigational
DB05754,2007-11-18,small molecule,investigational
DB05755,2007-11-18,small molecule,investigational
DB05756,2007-11-18,small molecule,investigational
DB05757,2007-11-18,small molecule,investigational
DB05758,2007-11-18,biotech,investigational
DB05765,2007-11-18,small molecule,investigational
DB05766,2007-11-18,small molecule,investigational
DB05767,2007-11-18,small molecule,investigational
DB05768,2007-11-18,small molecule,investigational
DB05769,2007-11-18,small molecule,investigational
DB05771,2007-11-18,small molecule,investigational
DB05772,2007-11-18,small molecule,investigational
DB05773,2007-11-18,biotech,approved
DB05775,2007-11-18,small molecule,investigational
DB05776,2007-11-18,biotech,investigational
DB05777,2007-11-18,biotech,approved
DB05778,2007-11-18,small molecule,investigational
DB05779,2007-11-18,small molecule,investigational
DB05780,2007-11-18,small molecule,investigational
DB05785,2007-11-18,small molecule,investigational
DB05786,2007-11-18,small molecule,investigational
DB05787,2007-11-18,biotech,investigational
DB05789,2007-11-18,small molecule,investigational
DB05790,2007-11-18,small molecule,investigational
DB05791,2007-11-18,small molecule,investigational
DB05792,2007-11-18,small molecule,investigational
DB05793,2007-11-18,biotech,investigational
DB05794,2007-11-18,biotech,investigational
DB05795,2007-11-18,small molecule,investigational
DB05796,2007-11-18,small molecule,investigational
DB05797,2007-11-18,small molecule,investigational
DB05798,2007-11-18,biotech,investigational
DB05799,2007-11-18,small molecule,investigational
DB05800,2007-11-18,small molecule,investigational
DB05801,2007-11-18,small molecule,investigational
DB05803,2007-11-18,small molecule,investigational
DB05804,2007-11-18,small molecule,investigational
DB05805,2007-11-18,small molecule,investigational
DB05806,2007-11-18,small molecule,investigational
DB05807,2007-11-18,biotech,investigational
DB05808,2007-11-18,small molecule,investigational
DB05809,2007-11-18,biotech,investigational
DB05810,2007-11-18,small molecule,investigational
DB05811,2007-11-18,biotech,investigational
DB05812,2007-11-18,small molecule,approved
DB05814,2007-11-18,small molecule,investigational
DB05815,2007-11-18,biotech,investigational
DB05817,2007-11-18,small molecule,investigational
DB05818,2007-11-18,biotech,investigational
DB05819,2007-11-18,biotech,investigational
DB05820,2007-11-18,small molecule,investigational
DB05821,2007-11-18,small molecule,investigational
DB05824,2007-11-18,small molecule,investigational
DB05825,2007-11-18,small molecule,investigational
DB05826,2007-11-18,small molecule,investigational
DB05827,2007-11-18,biotech,investigational
DB05828,2007-11-18,small molecule,investigational
DB05829,2007-11-18,biotech,approved
DB05830,2007-11-18,small molecule,investigational
DB05831,2007-11-18,small molecule,investigational
DB05832,2007-11-18,small molecule,investigational
DB05833,2007-11-18,small molecule,investigational
DB05834,2007-11-18,small molecule,investigational
DB05835,2007-11-18,small molecule,investigational
DB05836,2007-11-18,biotech,investigational
DB05837,2007-11-18,small molecule,investigational
DB05838,2007-11-18,small molecule,investigational
DB05839,2007-11-18,small molecule,investigational
DB05840,2007-11-18,small molecule,investigational
DB05841,2007-11-18,small molecule,investigational
DB05842,2007-11-18,small molecule,investigational
DB05843,2007-11-18,small molecule,investigational
DB05845,2007-11-18,small molecule,investigational
DB05846,2007-11-18,small molecule,investigational
DB05848,2007-11-18,biotech,investigational
DB05849,2007-11-18,small molecule,investigational
DB05851,2007-11-18,small molecule,investigational
DB05852,2007-11-18,biotech,investigational
DB05854,2007-11-18,small molecule,investigational
DB05855,2007-11-18,small molecule,investigational
DB05856,2007-11-18,small molecule,investigational
DB05857,2007-11-18,biotech,investigational
DB05858,2007-11-18,biotech,investigational
DB05859,2007-11-18,small molecule,investigational
DB05860,2007-11-18,small molecule,investigational
DB05861,2007-11-18,small molecule,investigational
DB05863,2007-11-18,biotech,investigational
DB05864,2007-11-18,small molecule,investigational
DB05865,2007-11-18,small molecule,investigational
DB05866,2007-11-18,small molecule,investigational
DB05867,2007-11-18,biotech,investigational
DB05868,2007-11-18,small molecule,investigational
DB05869,2007-11-18,small molecule,investigational
DB05870,2007-11-18,biotech,investigational
DB05871,2007-11-18,small molecule,investigational
DB05873,2007-11-18,small molecule,investigational
DB05874,2007-11-18,small molecule,investigational
DB05875,2007-11-18,biotech,investigational
DB05876,2007-11-18,small molecule,investigational
DB05877,2007-11-18,biotech,investigational
DB05879,2007-11-18,biotech,investigational
DB05880,2007-11-18,small molecule,investigational
DB05881,2007-11-18,small molecule,investigational
DB05882,2007-11-18,small molecule,investigational
DB05883,2007-11-18,biotech,investigational
DB05884,2007-11-18,small molecule,investigational
DB05885,2007-11-18,small molecule,investigational
DB05886,2007-11-18,small molecule,investigational
DB05887,2007-11-18,small molecule,investigational
DB05888,2007-11-18,small molecule,investigational
DB05889,2007-11-18,biotech,approved
DB05890,2007-11-18,small molecule,investigational
DB05892,2007-11-18,biotech,investigational
DB05894,2007-11-18,small molecule,investigational
DB05895,2007-11-18,biotech,investigational
DB05896,2007-11-18,small molecule,investigational
DB05897,2007-11-18,small molecule,investigational
DB05898,2007-11-18,small molecule,investigational
DB05899,2007-11-18,small molecule,investigational
DB05903,2007-11-18,small molecule,investigational
DB05904,2007-11-18,small molecule,investigational
DB05905,2007-11-18,small molecule,investigational
DB05906,2007-11-18,biotech,investigational
DB05911,2007-11-18,small molecule,investigational
DB05912,2007-11-18,small molecule,investigational
DB05913,2007-11-18,small molecule,investigational
DB05914,2007-11-18,biotech,investigational
DB05915,2007-11-18,biotech,investigational
DB05916,2007-11-18,biotech,investigational
DB05918,2007-11-18,small molecule,investigational
DB05919,2007-11-18,small molecule,investigational
DB05920,2007-11-18,small molecule,investigational
DB05924,2007-11-18,small molecule,investigational
DB05928,2007-11-18,small molecule,investigational
DB05929,2007-11-18,small molecule,investigational
DB05930,2007-11-18,small molecule,investigational
DB05931,2007-11-18,small molecule,investigational
DB05932,2007-11-18,small molecule,investigational
DB05936,2007-11-18,small molecule,investigational
DB05938,2007-11-18,small molecule,investigational
DB05939,2007-11-18,small molecule,investigational
DB05943,2007-11-18,small molecule,investigational
DB05944,2007-11-18,small molecule,investigational
DB05945,2007-11-18,small molecule,investigational
DB05950,2007-11-18,small molecule,investigational
DB05956,2007-11-18,small molecule,investigational
DB05959,2007-11-18,small molecule,investigational
DB05961,2007-11-18,small molecule,investigational
DB05964,2007-11-18,small molecule,investigational
DB05966,2007-11-18,small molecule,investigational
DB05967,2007-11-18,small molecule,investigational
DB05968,2007-11-18,small molecule,investigational
DB05969,2007-11-18,small molecule,investigational
DB05971,2007-11-18,small molecule,investigational
DB05973,2007-11-18,small molecule,investigational
DB05974,2007-11-18,small molecule,investigational
DB05983,2007-11-18,small molecule,investigational
DB05984,2007-11-18,small molecule,investigational
DB05990,2007-11-18,small molecule,approved
DB05992,2007-11-18,small molecule,investigational
DB05993,2007-11-18,small molecule,investigational
DB05996,2007-11-18,biotech,investigational
DB06005,2007-11-18,small molecule,investigational
DB06011,2007-11-18,small molecule,investigational
DB06013,2007-11-18,small molecule,investigational
